title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description
Elmer,David McKee,https://www.goodreads.com/book/show/1223119.Elmer,Elmer,David McKee,https://covers.openlibrary.org/b/id/430501-L.jpg,https://openlibrary.org/works/OL114550W,"All the elephants of the jungle were gray except Elmer, who was a patchwork of brilliant colors until the day he got tired of being different and making the other elephants laugh."
The Complete Grimm's Fairy Tales,Jacob Grimm,https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales,The Complete Grimm's Fairy Tales,Jacob Grimm,https://covers.openlibrary.org/b/id/9136852-L.jpg,https://openlibrary.org/works/OL20472233W,
The Scrambled States of America,Laurie Keller,https://www.goodreads.com/book/show/199485.The_Scrambled_States_of_America,The scrambled states of America,Laurie Keller,https://covers.openlibrary.org/b/id/580802-L.jpg,https://openlibrary.org/works/OL2751467W,The states become bored with their positions on the map and decide to change places for a while. Includes facts about the states.
Where's Waldo?,Martin Handford,https://www.goodreads.com/book/show/344189.Where_s_Waldo_,Where's Waldo?,Martin Handford,https://covers.openlibrary.org/b/id/515075-L.jpg,https://openlibrary.org/works/OL2657320W,The reader follows Waldo and other characters as they travel through various scenes and tries to find them and their lost objects in the illustrations.
Something from Nothing,Phoebe Gilman,https://www.goodreads.com/book/show/887573.Something_from_Nothing,Something from nothing,Phoebe Gilman,https://covers.openlibrary.org/b/id/384385-L.jpg,https://openlibrary.org/works/OL1943878W,"In this retelling of a traditional Jewish folktale, Joseph's baby blanket is transformed into ever smaller items as he grows until there is nothing left--but then Joseph has an idea."
The Twenty-One Balloons,William Pène du Bois,https://www.goodreads.com/book/show/837501.The_Twenty_One_Balloons,The twenty-one balloons,William Pène Du Bois,https://covers.openlibrary.org/b/id/7273786-L.jpg,https://openlibrary.org/works/OL5279534W,"Professor William Waterman Sherman just wants to be alone. So he decides to take a year off and spend it crossing the Pacific Ocean in a hot-air balloon the likes of which no one has ever seen. But when he is found after just three weeks floating in the Atlantic among the wreckage of twenty hot-air balloons, naturally, the world is eager to know what happened. How did he end up with so many balloons . . . and in the wrong ocean?"
The Frog and Toad Treasury: Frog and Toad are Friends/Frog and Toad Together/Frog and Toad All Year  (Frog and Toad #1-3),Arnold Lobel,https://www.goodreads.com/book/show/94807.The_Frog_and_Toad_Treasury,,,,,
"The Cat's Maw (The Shadowland Saga, #1)",Brooke Burgess,https://www.goodreads.com/book/show/23247631-the-cat-s-maw,The Cat's Maw,Brooke Burgess,,https://openlibrary.org/works/OL35408086W,
"My First Animal Moves: A Children's Book to Encourage Kids and Their Parents to Move More, Sit Less and Decrease Screen Time",Darryl Edwards,https://www.goodreads.com/book/show/59034547-my-first-animal-moves,,,,,
Karlsson on the Roof,Astrid Lindgren,https://www.goodreads.com/book/show/42318.Karlsson_on_the_Roof,,,,,
The Railway Children,E. Nesbit,https://www.goodreads.com/book/show/164531.The_Railway_Children,The Railway Children,Edith Nesbit,https://covers.openlibrary.org/b/id/13241123-L.jpg,https://openlibrary.org/works/OL99509W,"When Father mysteriously goes away, the children and their mother leave their happy life in London to go and live in a small cottage in the country. 'The Three Chimneys' lies beside a railway track - a constant source of enjoyment to all three. They make friends with the Station Master and Perks the Porter, as well as the jovial 'Old Gentleman' who waves to them everyday from the train. But the mystery remains: where is Father, and will he ever return?"
The View from Saturday,E.L. Konigsburg,https://www.goodreads.com/book/show/4538.The_View_from_Saturday,The view from Saturday,E. L. Konigsburg,https://covers.openlibrary.org/b/id/12817776-L.jpg,https://openlibrary.org/works/OL2987259W,"Four students, with their own individual stories, develop a special bond and attract the attention of their teacher, a paraplegic, who chooses them to represent their sixth-grade class in the Academic Bowl competition."
"The Rise of Agnil (Agnil's Worlds, #1)",Susan Navas,https://www.goodreads.com/book/show/20319127-the-rise-of-agnil,,,,,
Old Possum's Book of Practical Cats,T.S. Eliot,https://www.goodreads.com/book/show/402128.Old_Possum_s_Book_of_Practical_Cats,Old Possum's book of practical cats,T. S. Eliot,https://covers.openlibrary.org/b/id/1015632-L.jpg,https://openlibrary.org/works/OL1142289W,"T. S. Eliot’s playful cat poems have delighted readers and cat lovers around the world ever since they were first published in 1939. They were originally composed for his godchildren, with Eliot posing as Old Possum himself, and later inspired the legendary musical Cats. Now with vibrant illustrations by the award-winning Axel Scheffler, this captivating edition makes a wonderful new home for Mr. Mistoffelees, Growltiger, the Rum Tum Tugger, Macavity the mystery cat, and many other memorable strays. It’s the perfect complement to the beloved previous edition, which remains available. - Publisher."
Possum Magic,Mem Fox,https://www.goodreads.com/book/show/977817.Possum_Magic,Possum magic,Mem Fox,https://covers.openlibrary.org/b/id/112761-L.jpg,https://openlibrary.org/works/OL650933W,"When Grandma Poss's magic turns Hush invisible, the two possums take a culinary tour of Australia to find the food that will make her visible once more."
Outside Over There,Maurice Sendak,https://www.goodreads.com/book/show/120711.Outside_Over_There,Outside over there,Maurice Sendak,https://covers.openlibrary.org/b/id/3094342-L.jpg,https://openlibrary.org/works/OL2568824W,"With Papa off to sea and Mama despondent, Ida must go outside over there to rescue her baby sister from goblins who steal her to be a goblin's bride."
Millions of Cats,Wanda Gág,https://www.goodreads.com/book/show/621739.Millions_of_Cats,Millions of cats,Wanda Gág,https://covers.openlibrary.org/b/id/6610541-L.jpg,https://openlibrary.org/works/OL2013432W,"Millions of Cats is a wonderful tale of vanity versus humility, written and illustrated by the singular Wanda Gag. An old man and his wife decide to get a cat, so the old man goes out in search of the prettiest cat of all. When he is forced to choose from ""hundreds, thousands, millions and billions and trillions"" of cats, he (naturally) brings them all home. When the wife points out their inability to support the legion of felines, it is left to the cats to decide who among them is the prettiest. Anyone who has ever owned more than a single cat can tell you what happens next.

Gag's simple, appealing black ink drawings are perfect for the story, somehow capturing at least the idea of millions of cats in a single page. Repeated lines and the sing-song title refrain make this a read-aloud natural.(Ages 4 to 8) --This text refers to the Hardcover edition. 

""This Newbery Honor winner is distinguished by innovative design and a strong storyteller's cadence."" (School Library Journal's ""One Hundred Books that Shaped the Century"")"
"The Jungle Book (Jungle Book, #1)",Rudyard Kipling,https://www.goodreads.com/book/show/77270.The_Jungle_Book,The Jungle Book,Rudyard Kipling,https://covers.openlibrary.org/b/id/3344204-L.jpg,https://openlibrary.org/works/OL19870W,"The adventures of Mowgli, a man-child raised by wolves in the jungle, have captured the imaginations not just of children, but of all readers, for generations."
Ox-Cart Man,Donald Hall,https://www.goodreads.com/book/show/608601.Ox_Cart_Man,Ox-cart man,Donald Hall,https://covers.openlibrary.org/b/id/401186-L.jpg,https://openlibrary.org/works/OL266050W,Describes the day-to-day life throughout the changing seasons of an early 19th-century New England family
The Princess and the Goblin,George MacDonald,https://www.goodreads.com/book/show/444381.The_Princess_and_the_Goblin,The princess and the goblin,George MacDonald,https://covers.openlibrary.org/b/id/13192917-L.jpg,https://openlibrary.org/works/OL6583284W,A little princess is protected by her friend Curdie who knows how to frighten the goblin miners who live beneath the castle.
The Berenstain Bears Learn About Strangers,Stan Berenstain,https://www.goodreads.com/book/show/764436.The_Berenstain_Bears_Learn_About_Strangers,The Berenstain Bears learn about strangers,Stan Berenstain,https://covers.openlibrary.org/b/id/4196958-L.jpg,https://openlibrary.org/works/OL72964W,The Berenstain Bear cubs learn not to be overly friendly with strangers and give their rules for dealing with them.
The Help,Kathryn Stockett,https://www.goodreads.com/book/show/4667024-the-help,The Help,Kathryn Stockett,https://covers.openlibrary.org/b/id/8387264-L.jpg,https://openlibrary.org/works/OL11999891W,"Three ordinary women are about to take one extraordinary step.

Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.

Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.

Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.

Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.

In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't."
"The Wonderful Flight to the Mushroom Planet (The Mushroom Planet, #1)",Eleanor Cameron,https://www.goodreads.com/book/show/527747.The_Wonderful_Flight_to_the_Mushroom_Planet,The wonderful flight to the Mushroom Planet,Eleanor Cameron,https://covers.openlibrary.org/b/id/4765106-L.jpg,https://openlibrary.org/works/OL4280505W,"The adventures of Chuck and David, two boys who travel to the alien planet Basidium in their homemade spaceship."
"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,https://www.goodreads.com/book/show/9676990-goodnight-goodnight-construction-site,"Goodnight, goodnight, construction site",Sherri Duskey Rinker,https://covers.openlibrary.org/b/id/7351895-L.jpg,https://openlibrary.org/works/OL16211256W,"At sunset, when their work is done for the day, a crane truck, a cement mixer, and other pieces of construction equipment make their way to their resting places and go to sleep."
"Dear Mr. Henshaw (Leigh Botts, #1)",Beverly Cleary,https://www.goodreads.com/book/show/105999.Dear_Mr_Henshaw,Dear Mr. Henshaw,Beverly Cleary,https://covers.openlibrary.org/b/id/12447257-L.jpg,https://openlibrary.org/works/OL151997W,"Dear Mr. Henshaw is a juvenile epistolary novel by Beverly Cleary and illustrator Paul O. Zelinsky that was awarded the Newbery Medal in 1984. Based on a 2007 online poll, the National Education Association listed the book as one of its ""Teachers' Top 100 Books for Children""."
"Julie of the Wolves (Julie of the Wolves, #1)",Jean Craighead George,https://www.goodreads.com/book/show/386286.Julie_of_the_Wolves,Julie of the Wolves,Jean Craighead George,https://covers.openlibrary.org/b/id/12903627-L.jpg,https://openlibrary.org/works/OL111833W,"Miyax, like many adolescents, is torn. But unlike most, her choices may determine whether she lives or dies. At 13, an orphan, and unhappily married, Miyax runs away from her husband's parents' home, hoping to reach San Francisco and her pen pal. But she becomes lost in the vast Alaskan tundra, with no food, no shelter, and no idea which is the way to safety. Now, more than ever, she must look hard at who she really is. Is she Miyax, Eskimo girl of the old ways? Or is she Julie (her ""gussak""-white people-name), the modernized teenager who must mock the traditional customs? And when a pack of wolves begins to accept her into their community, Miyax must learn to think like a wolf as well. If she trusts her Eskimo instincts, will she stand a chance of surviving?"
Jane Eyre,Charlotte Brontë,https://www.goodreads.com/book/show/10210.Jane_Eyre,Jane Eyre,Charlotte Brontë,https://covers.openlibrary.org/b/id/14751355-L.jpg,https://openlibrary.org/works/OL37840844W,
Big Dog...Little Dog: A Bedtime Story,P.D. Eastman,https://www.goodreads.com/book/show/263645.Big_Dog_Little_Dog,,,,,
"Love That Dog (Jack, #1)",Sharon Creech,https://www.goodreads.com/book/show/53498.Love_That_Dog,Love That Dog,Sharon Creech,https://covers.openlibrary.org/b/id/3240524-L.jpg,https://openlibrary.org/works/OL31545W,"*Love that Dog* is a story about a young boy named Jack, and how he learns to love poetry. At the same time, he learns to open up about his feelings on a subject learned only if you read the book. The novel is empathetic, joyful, and quite heartbreaking at times, hence creating a great book."
Moses the Kitten,James Herriot,https://www.goodreads.com/book/show/630719.Moses_the_Kitten,Moses the kitten,James Herriot,https://covers.openlibrary.org/b/id/538402-L.jpg,https://openlibrary.org/works/OL42300W,"A bedraggled orphaned kitten is nursed back to health on a Yorkshire farm, and when he recovers turns out to have a very unusual idea about the identity of his mother."
"The Black Stallion (The Black Stallion, #1)",Walter Farley,https://www.goodreads.com/book/show/272895.The_Black_Stallion,The Black Stallion,Walter Farley,https://covers.openlibrary.org/b/id/4037099-L.jpg,https://openlibrary.org/works/OL869965W,"***Story of a horse the New York Times has called ''the most famous fictional horse of the Century!''***

Young Alec is on his way home when a black stallion is loaded on to his ship. In a tragic shipwreck Alec saves the life of the black stallion. Stranded on an island the only way to survive is to trust the other. **Will Alec ever make it safely home? Will the Black beat the two best racing horses in America?** Well........you'll have to read to find out. 🐎

***GOODREADS Review: 
Feb 15, 2018 Candace rated it 5 of 5 stars. ''..it was amazing''***
Alex Ramsey first meets the black stallion when they're both booked on a ship called the Drake. When the ship is destroyed during a storm, the Black stallion and Alex are the only survivors. They wash up on a deserted island. Alex knows if it wasn't for the Black he won't have survived the shipwreck. When Alex is rescued from the island, he insist on the Black being saved too. Soon they are on a voyage to New York in America. What fate awaits for a boy and a wild black stallion?

I can remember reading this book around ten or eleven years old. I loved it so much I went on to read all the horse books by Walter Farley, and some by other authors as well. This was my first taste of reading for pleasure. Later, I would extend my love of reading about horses to actually owning a horse on my stepmother's farm. My stepmother, Lynne, saved horses from neglect and abuse. My first horse, Tonka, was a prancer and I loved her. Reading this book again brought back memories of bygone years of pleasurable midnight rides on Tonka. I recommend this children's novel to kids and adults alike. My copy was illustrated by Domenick D'Andrea."
