title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url
There Was an Old Lady Who Swallowed a Fly,Simms Taback,https://www.goodreads.com/book/show/205330.There_Was_an_Old_Lady_Who_Swallowed_a_Fly,There was an old lady who swallowed a fly,Simms Taback,https://covers.openlibrary.org/b/id/401730-L.jpg,https://openlibrary.org/works/OL5855401W
Playing Beatie Bow,Ruth Park,https://www.goodreads.com/book/show/395868.Playing_Beatie_Bow,Playing Beatie Bow,Ruth Park,https://covers.openlibrary.org/b/id/1529946-L.jpg,https://openlibrary.org/works/OL3192815W
The Princess and the Kiss: A Story of God's Gift of Purity,Jennie Bishop,https://www.goodreads.com/book/show/85992.The_Princess_and_the_Kiss,,,,
"Dicey's Song (Tillerman Cycle, #2)",Cynthia Voigt,https://www.goodreads.com/book/show/11831.Dicey_s_Song,Dicey's Song,Cynthia Voigt,https://covers.openlibrary.org/b/id/433279-L.jpg,https://openlibrary.org/works/OL76796W
Once Upon a Cool Motorcycle Dude,Kevin O'Malley,https://www.goodreads.com/book/show/639.Once_Upon_a_Cool_Motorcycle_Dude,Once upon a cool motorcycle dude,"O'Malley, Kevin",https://covers.openlibrary.org/b/id/1512481-L.jpg,https://openlibrary.org/works/OL495078W
You Are My I Love You,Maryann K. Cusimano,https://www.goodreads.com/book/show/826215.You_Are_My_I_Love_You,You are my I love you,Maryann K. Cusimano,https://covers.openlibrary.org/b/id/259810-L.jpg,https://openlibrary.org/works/OL5974732W
Brielle-Elaine Tries to Fit In!,La-Toya S. Facey,https://www.goodreads.com/book/show/12006169-brielle-elaine-tries-to-fit-in,Brielle-Elaine Tries to Fit In!,La-Toya S. Facey,,https://openlibrary.org/works/OL35690216W
"Four is a little, Four is a LOT",Cheska Komissar,https://www.goodreads.com/book/show/15750599-four-is-a-little-four-is-a-lot,"Four Is A Little, Four Is A Lot",Cheska Komissar,,https://openlibrary.org/works/OL38130532W
Declan Grows Up: It's Just Not Fair,C. Austin Lee,https://www.goodreads.com/book/show/17724947-declan-grows-up,,,,
"Little Red Robin Hood (The Underthieves, #1)",Amanda Bradburn,https://www.goodreads.com/book/show/18001733-little-red-robin-hood,,,,
The Unity Tree: A Whimsical Muse on Cosmic Consciousness,Jennifer Sodini,https://www.goodreads.com/book/show/21808422-the-unity-tree,,,,
Das doppelte Lottchen,Erich Kästner,https://www.goodreads.com/book/show/887010.Das_doppelte_Lottchen,Das doppelte Lottchen,Erich Kästner,https://covers.openlibrary.org/b/id/9983988-L.jpg,https://openlibrary.org/works/OL970185W
Reindeer Dust,Kate Dwyer,https://www.goodreads.com/book/show/23218472-reindeer-dust,,,,
Adorable Alice,Cassandra Webb,https://www.goodreads.com/book/show/24897256-adorable-alice,,,,
Ernie the Elephant,Leela Hope,https://www.goodreads.com/book/show/25507081-ernie-the-elephant,Ernie the Elephant,Leela Hope,,https://openlibrary.org/works/OL41178040W
Penelope Gilbert and the Children of Azure,Emily A. Steward,https://www.goodreads.com/book/show/31926533-penelope-gilbert-and-the-children-of-azure,Penelope Gilbert and the Children of Azure,Emily A Steward,https://covers.openlibrary.org/b/id/12035121-L.jpg,https://openlibrary.org/works/OL25619837W
The Salmon of Knowledge,Celina Buckley,https://www.goodreads.com/book/show/41219622-the-salmon-of-knowledge,The Salmon of Knowledge,Celina Buckley,https://covers.openlibrary.org/b/id/9164289-L.jpg,https://openlibrary.org/works/OL20512748W
"Save the Ocean (Save the Earth, #1)",Bethany Stahl,https://www.goodreads.com/book/show/45354262-save-the-ocean,Save the Ocean,Bethany Stahl,https://covers.openlibrary.org/b/id/10330766-L.jpg,https://openlibrary.org/works/OL21164320W
Best Chef in Town: A Children's Book Cooking Adventure about Teamwork and Fair Play,Lori Rotter,https://www.goodreads.com/book/show/237830491-best-chef-in-town,,,,
A Song ... A Dance ... A Play ... A Musical Book For You!,Ali Marsman,https://www.goodreads.com/book/show/231577820-a-song-a-dance-a-play-a-musical-book-for-you,,,,
The Philharmonic Gets Dressed,Karla Kuskin,https://www.goodreads.com/book/show/815299.The_Philharmonic_Gets_Dressed,The Philharmonic Gets Dressed,Karla Kuskin,https://covers.openlibrary.org/b/id/4324993-L.jpg,https://openlibrary.org/works/OL1828858W
Annie's Special Day,Clara Bowman-Jahn,https://www.goodreads.com/book/show/14061186-annie-s-special-day,,,,
Where Is the Green Sheep?,Mem Fox,https://www.goodreads.com/book/show/378164.Where_Is_the_Green_Sheep_,Where is the green sheep?,Mem Fox,https://covers.openlibrary.org/b/id/113648-L.jpg,https://openlibrary.org/works/OL650958W
Busy Dizzy (Inspirational bedtime story for kids ages 4-8),Orly Katz,https://www.goodreads.com/book/show/19477528-busy-dizzy,Busy Dizzy,Dr. Orly Katz,https://covers.openlibrary.org/b/id/7337605-L.jpg,https://openlibrary.org/works/OL17095504W
The Hybrid: And the Lost Tails of Mermirran,Suellen Drysdale,https://www.goodreads.com/book/show/16243918-the-hybrid,,,,
Messy Bug,Jenny Colledge,https://www.goodreads.com/book/show/55471357-messy-bug,Messy Bug,Jenny Colledge,,https://openlibrary.org/works/OL22156987W
Mom! What's That?,Atlas Jordan,https://www.goodreads.com/book/show/16246625-mom-what-s-that,Mom! what's that?,Atlas Jordan,,https://openlibrary.org/works/OL23270826W
Old Yeller,Fred Gipson,https://www.goodreads.com/book/show/130580.Old_Yeller,Old Yeller,Fred Gipson,https://covers.openlibrary.org/b/id/41250-L.jpg,https://openlibrary.org/works/OL6324162W
The Hybrid and the Emeralds of Elisar,Suellen Drysdale,https://www.goodreads.com/book/show/18801781-the-hybrid-and-the-emeralds-of-elisar,Hybrid and the Emeralds of Elisar,Suellen Drysdale,,https://openlibrary.org/works/OL39956670W
"Sir Princess Petra's Talent (The Pen Pieyu Adventures, #2)",Diane Mae Robinson,https://www.goodreads.com/book/show/18136476-sir-princess-petra-s-talent,Sir Princess Petra's Talent,Diane Mae Robinson,https://covers.openlibrary.org/b/id/11553350-L.jpg,https://openlibrary.org/works/OL24791838W
From Riches to Rags,Jaclyn Howell,https://www.goodreads.com/book/show/38586893-from-riches-to-rags,From Riches to Rags,Jaclyn Howell,https://covers.openlibrary.org/b/id/11064134-L.jpg,https://openlibrary.org/works/OL24461105W
Kicking Goals Journal,Sam Kerr,https://www.goodreads.com/book/show/62059225-kicking-goals-journal,,,,
The Elephant's Child: And Other Just So Stories,Rudyard Kipling,https://www.goodreads.com/book/show/242106.The_Elephant_s_Child,The  Elephant's child and other Just so stories,Rudyard Kipling,https://covers.openlibrary.org/b/id/311422-L.jpg,https://openlibrary.org/works/OL19867W
The Magic Pudding,Norman Lindsay,https://www.goodreads.com/book/show/1079427.The_Magic_Pudding,The Magic Pudding,Norman Lindsay,https://covers.openlibrary.org/b/id/859131-L.jpg,https://openlibrary.org/works/OL4546120W
One Was Johnny: A Counting Book,Maurice Sendak,https://www.goodreads.com/book/show/252232.One_Was_Johnny,,,,
Library Lion,Michelle Knudsen,https://www.goodreads.com/book/show/127179.Library_Lion,Library Lion,Michelle Knudsen,https://covers.openlibrary.org/b/id/482429-L.jpg,https://openlibrary.org/works/OL167006W
"These Happy Golden Years (Little House, #8)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/77770.These_Happy_Golden_Years,These Happy Golden Years,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/5082694-L.jpg,https://openlibrary.org/works/OL1719702W
"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,https://www.goodreads.com/book/show/2173611.House_of_Many_Ways,House of Many Ways,Diana Wynne Jones,https://covers.openlibrary.org/b/id/6303056-L.jpg,https://openlibrary.org/works/OL14992013W
The Funny Adventures of Little Nani,Cinta García de la Rosa,https://www.goodreads.com/book/show/15829470-the-funny-adventures-of-little-nani,,,,
"Amelia, the Merballs and the Emerald Cannon (Amelia's Amazing Space Adventures, #3)",Evonne Blanchard,https://www.goodreads.com/book/show/40641808-amelia-the-merballs-and-the-emerald-cannon,"Amelia, the Merballs and the Emerald Cannon : Book Three",Evonne Blanchard,https://covers.openlibrary.org/b/id/10217820-L.jpg,https://openlibrary.org/works/OL20888542W
"The Great Brain (Great Brain, #1)",John D. Fitzgerald,https://www.goodreads.com/book/show/119247.The_Great_Brain,The great brain,John Dennis Fitzgerald,https://covers.openlibrary.org/b/id/6507023-L.jpg,https://openlibrary.org/works/OL3481232W
Seedfolks,Paul Fleischman,https://www.goodreads.com/book/show/272753.Seedfolks,Seedfolks,Paul Fleischman,https://covers.openlibrary.org/b/id/52179-L.jpg,https://openlibrary.org/works/OL13681W
The Seren Trilogy,Darren Lewis,https://www.goodreads.com/book/show/20835987-the-seren-trilogy,,,,
"The Tale of Mr. Jeremy Fisher (World of Beatrix Potter, #8)",Beatrix Potter,https://www.goodreads.com/book/show/375711.The_Tale_of_Mr_Jeremy_Fisher,The tale of Mr. Jeremy Fisher,Beatrix Potter,,https://openlibrary.org/works/OL31898856W
Inside Out & Back Again,Thanhhà Lại,https://www.goodreads.com/book/show/8537327-inside-out-back-again,Inside Out & Back Again,Thanhha Lai,https://covers.openlibrary.org/b/id/11593737-L.jpg,https://openlibrary.org/works/OL15987908W
Courtney Saves Christmas,Emlyn Chand,https://www.goodreads.com/book/show/16133393-courtney-saves-christmas,Courtney Saves Christmas,Emlyn Chand,,https://openlibrary.org/works/OL38095175W
"Messy Bug Returns (Messy Bug, #2)",Jenny Colledge,https://www.goodreads.com/book/show/55471397-messy-bug-returns,Messy Bug Returns,Jenny Colledge,,https://openlibrary.org/works/OL22156988W
Crictor (Reading Rainbow Books),Tomi Ungerer,https://www.goodreads.com/book/show/1097582.Crictor,Crictor,Tomi Ungerer,https://covers.openlibrary.org/b/id/24156-L.jpg,https://openlibrary.org/works/OL48748W
"Autumn Story (Brambly Hedge, #3)",Jill Barklem,https://www.goodreads.com/book/show/421625.Autumn_Story,Autumn Story (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/234-L.jpg,https://openlibrary.org/works/OL53739W
A to Z,Sandra Boynton,https://www.goodreads.com/book/show/488923.A_to_Z,A to Z,Sandra Boynton,https://covers.openlibrary.org/b/id/405662-L.jpg,https://openlibrary.org/works/OL1738513W
"The Girl from Ithaca (Sister of Odysseus, #1)",Cherry Gregory,https://www.goodreads.com/book/show/18273641-the-girl-from-ithaca,,,,
Didi Dodo,Jenny Colledge,https://www.goodreads.com/book/show/55471410-didi-dodo,Didi Dodo,Jenny Colledge,https://covers.openlibrary.org/b/id/13175290-L.jpg,https://openlibrary.org/works/OL22156989W
"The Good, the Bad, and the Goofy (Time Warp Trio #3)",Jon Scieszka,https://www.goodreads.com/book/show/744709.The_Good_the_Bad_and_the_Goofy,"The Good, the Bad, and the Goofy",Jon Scieszka,https://covers.openlibrary.org/b/id/110005-L.jpg,https://openlibrary.org/works/OL39187W
Mr. Willowby's Christmas Tree,Robert E. Barry,https://www.goodreads.com/book/show/11267185-mr-willowby-s-christmas-tree,Mr. Willowby's Christmas tree,Robert E Barry,,https://openlibrary.org/works/OL13686113W
Alexander and the Wind-Up Mouse,Leo Lionni,https://www.goodreads.com/book/show/197442.Alexander_and_the_Wind_Up_Mouse,Alexander and the wind-up mouse,Leo Lionni,https://covers.openlibrary.org/b/id/254722-L.jpg,https://openlibrary.org/works/OL2162453W
The Curious Knighthood of Sir Pellimore,Mark        Mitchell,https://www.goodreads.com/book/show/6058056-the-curious-knighthood-of-sir-pellimore,The Curious Knighthood of Sir Pellimore,Mark Mitchell,https://covers.openlibrary.org/b/id/2675636-L.jpg,https://openlibrary.org/works/OL7986203W
Dinosaurs Love Underpants,Ben Cort,https://www.goodreads.com/book/show/3618343-dinosaurs-love-underpants,Dinosaurs Love Underpants,Claire Freedman,,https://openlibrary.org/works/OL27435386W
